,label,title,description,generated_description
3061,1,Darfur rebels reject Khartoum bid to split them ahead of talks (AFP),"AFP - Ethnic minority rebels in Darfur have rejected an attempt by the Sudanese government to divide them ahead of a new round of peace talks in Nigeria later this month, a Khartoum daily reported.",AFP - Darfur rebels rejected a bid by Khartoum to split the country ahead of talks with the government on a possible ceasefire.
3062,1,Nikkei Opens Higher (Reuters),"Reuters - The Nikkei average rose 1.37 percent at\the opening on Monday as a recovery in U.S. stocks encouraged\investors to seek bargains among lagging issues, including\Canon Inc. and other high-tech issues.","Reuters - The Nikkei opened higher on Thursday, a day after the Japanese currency was boosted by a strong performance from the Japanese government."
3063,1,US football: Patriots' historic win,New England win a record-tying 18th straight game - plus an NFL round-up.,The Patriots beat the New England Patriots 4-0 on Sunday to win their first game of the season.
3064,1,"Aussie ruling party leads in election polls, but gap narrows","The government of Prime Minister John Howard had a narrow lead in opinion polls heading into the final week of campaigning ahead of the Australian federal election, but the opposition Labor party was narrowing the gap, according ","The ruling party of Australia has a clear lead in the election polls, but the gap between the two parties has narrowed."
3065,2,NL Wrap: Expos End Life in Montreal with Defeat to Mets," NEW YORK (Reuters) - David Wright and Todd Zeile both  homered to lead the New York Mets to an 8-1 win over Montreal  at Shea Stadium on Sunday, handing the Expos a heavy defeat in  their final game before moving to Washington next season.",The Expos ended their era in Montreal with a 3-2 loss to the Mets on Saturday night.
3066,2,"AL Wrap: Indians, Twins Split Unique Doubleheader", NEW YORK (Reuters) - Ben Broussard belted a two-run homer  to give the Cleveland Indians a 5-2 win over the Minnesota  Twins to salvage a split of a unique doubleheader on the final  day of the regular season on Sunday.,"The Indians and the Twins split a unique doubleheader on Sunday night, a game that was the first of its kind in baseball history."
3067,3,Japan Shares Up 2 Percent by Midday,Japanese stocks rose 1.9 percent by midsession on Monday as a strong performance by US semiconductor-related stocks gave a push to Japanese peers such as Advantest Corp.,"Japan shares rose 2 percent on Wednesday, a day after the country's largest economy reported a $2 billion increase in its share price."
3068,4,"Mexico's 'Fire Volcano' Erupts, No Evacuations Yet (Reuters)","Reuters - Mexico's so-called ""Fire\Volcano"" spewed lava, glowing rocks and flames on Friday in an\eruption that authorities said was not yet serious enough to\evacuate nearby villages.","Reuters - A 'fire volcano' in Mexico's southern state of Guerrero has erupted, causing no evacuations, but officials say there are no survivors."
3069,3,The Rippling Pain from Vioxx,"Prescription-drug recalls aren #39;t common, and they #39;re almost always controversial. Now that Merck (MRK ) is voluntarily withdrawing its Vioxx pain medication around the world, due to a heightened risk of cardiovascular ","The pain of Vioxx is a symptom of a weakened immune system, which has been weakened by the drug."
3070,3,Bush defends tax cuts,"WASHINGTON, Oct 2 (AFP) - US President George W. Bush said Saturday he would renew some of the huge tax cuts that form a cornerstone of his economic rejuvenation policy and chided Democratic challenger John Kerry for opposing the cuts.","The Bush administration has defended its tax cuts, saying it will not cut the federal deficit."
3071,2,This year #39;s Panthers could learn a thing or two from Michael Vick,CHARLOTTE - Michael Vick head-butting an opposing linebacker may not have been the smartest thing for a National Football League quarterback to do.,"The Panthers could learn a thing or two from the likes of Michael Vick, who has been a key player in the Panthers #39; offense for the past two seasons."
3072,2,Falcons not cruising at 4-0; they #39;re working,"Jim Mora thought his team deserved a little something special. His Atlanta Falcons, with a thorough 27-10 pounding of the Carolina Panthers, had just extended their record to 4-0 for the first time since 1986.","The Falcons are not cruising at 4-0, but they #39;re working hard to get there."
3073,4,New Tungsten Boasts Big Storage,"PalmOne #39;s Tungsten T5 comes with 256MB of flash memory, so you never risk losing your data. If you #39;re a pack-rat type who likes to keep a lot of data you can #39;t afford to lose on your personal digital assistant, PalmOne has a handheld for you.","NEW YORK (Reuters) - The new Tungsten XL is a new, high-performance storage system that can store up to $1 billion in storage."
3074,2,Dodgers ready for anything,"com. When Dodgers coach Glenn Hoffman makes out the daily schedule of Spring Training drills, there are entries for pickoffs and cutoffs, bunt situations and hit-and-runs.","The Dodgers are ready for anything, and they have a lot of things to do. They have a lot to do with the Dodgers."
3075,1,Six Shot Dead in New Northeast India Violence," GUWAHATI, India (Reuters) - Suspected separatist rebels  stormed a village in India's northeast on Monday and shot dead  six people, police said, taking the toll in the worst violence  in years in the troubled region to 62.","NEW YORK (Reuters) - Six people were shot dead in a violent attack in northeast India on Sunday, the latest in a series of attacks that have killed at least six people."
3076,3,SUSAN TOMPOR: Stores turn paper into e-checks,"I picked up my 6-year-old son from school last week, and we drove to Wal-Mart to see the future for paper checks. We grabbed a few of life #39;s staples: some Legos, a pack of 3x5 cards to create ","SUSAN TOMPOR, Calif. (Reuters) - Stores are turning paper into electronic checks, a move that could help save the world's largest retail chain from losing its competitive edge."
3077,3,Brewers buyer expected to step out of the shadows Monday,MILWAUKEE - Paul Attanasio says the story of his brother buying a baseball team is like a script straight out of Hollywood. He should know.,"The Milwaukee Brewers are expected to announce a new buyer Monday for the team's first-round draft pick, a move that could help the team avoid a re-election bid."
3078,3,Nikkei Up 2.5 Pct in Afternoon,Tokyo #39;s Nikkei average jumped 2.5 percent by mid-afternoon on Monday as semiconductor-related stocks such as Advantest Corp. mirrored a rally by their US peers while banks and brokerages extended last week #39;s gains.,"The Nikkei index rose 2.5 percent in the afternoon after the Japanese yen slid to a new high on Friday, a day after the Japanese yen slid to a new high."
3079,2,Junior swears by win at Talladega,Dale Earnhardt Jr. went from 11th on a restart on Lap 184 to first less than two laps later to win the EA Sports 500. He led nine times for 78 laps.,"The junior swore by his victory at Talladega on Saturday, a day after the team #39;s first-round playoff win."
3080,4,Informed and Awaiting a St. Helens Eruption,"The people who remember the eruption of Mount St. Helens in 1980 are not as fearful as they were then, with scientists predicting a less powerful eruption.",The St. Helens football team is in the midst of a re-election bid to win the World Series.
3081,1,Tokyo Stocks Finish 2.6 Percent Higher (AP),"AP - Tokyo stocks finished sharply higher Monday, fueled by Wall Street's gains last week. The U.S. dollar was higher against the Japanese yen.","AP - Tokyo Stocks closed 2.6 percent higher on Thursday, a day after the Tokyo Stock Exchange reported a $1 billion gain in the first quarter of the year."
3082,1,Gujarat riot murder retrial opens,The retrial of 16 Hindus charged with the murder of 12 Muslims in the Gujarat riots of 2002 opens in Mumbai.,A retrial of a murder trial in Gujarat has opened in the wake of a riot that killed at least a dozen people and injured more than a dozen others.
